"","date","spx","vix","spx_lag","vix_lag"
"1523",2020-04-28,0.044940229315465,33.57,0.01685501980903,45.41
"1524",2020-04-30,0.00719941167576188,34.15,0.044940229315465,33.57
"1525",2020-05-05,-0.0211640753213165,33.61,0.00719941167576188,34.15
"1526",2020-05-12,0.0246158779732857,33.04,-0.0211640753213165,33.61
"1527",2020-05-19,0.00309236264670876,30.53,0.0246158779732857,33.04
"1528",2020-05-29,0.0259717356431379,27.51,0.00309236264670876,30.53
"1529",2020-06-02,0.013093479044153,26.84,0.0259717356431379,27.51
"1530",2020-06-09,0.0484667741240807,27.57,0.013093479044153,26.84
"1531",2020-06-16,-0.0256183635616746,33.67,0.0484667741240807,27.57
"1532",2020-06-23,0.00245927818588298,31.37,-0.0256183635616746,33.67
"1533",2020-06-30,-0.02819638703922,30.43,0.00245927818588298,31.37
"1534",2020-07-14,0.0298046029768542,29.52,-0.02819638703922,30.43
"1535",2020-07-21,0.0405620942915084,24.84,0.0298046029768542,29.52
"1536",2020-07-28,-0.010478748791502,25.44,0.0405620942915084,24.84
"1537",2020-07-31,0.0111864501108441,24.46,-0.010478748791502,25.44
"1538",2020-08-04,0.00595330917763626,23.76,0.0111864501108441,24.46
"1539",2020-08-11,0.0244443633887754,24.03,0.00595330917763626,23.76
"1540",2020-08-18,0.00495498970430286,21.51,0.0244443633887754,24.03
"1541",2020-08-25,0.0144403372856534,22.03,0.00495498970430286,21.51
"1542",2020-08-31,0.021472955077926,26.41,0.0144403372856534,22.03
"1543",2020-09-01,-0.00065247184256334,26.12,0.021472955077926,26.41
"1544",2020-09-15,-0.028428141322446,25.59,-0.00065247184256334,26.12
"1545",2020-09-22,-0.0328605846120438,26.86,-0.028428141322446,25.59
"1546",2020-09-29,0.016739740574983,26.27,-0.0328605846120438,26.86
"1547",2020-09-30,-0.00289771167321218,26.37,0.016739740574983,26.27
"1548",2020-10-06,0.0202112408379,29.48,-0.00289771167321218,26.37
"1549",2020-10-13,0.0367496494305815,26.07,0.0202112408379,29.48
"1550",2020-10-20,-0.0267769474336519,29.35,0.0367496494305815,26.07
